voltage_mean,voltage_min,voltage_std,voltage_drop,voltage_slope,temp_mean,temp_max,temp_rise,current_mean,current_std,discharge_time,internal_resistance_proxy,battery_id,capacity,cycle_number
3.3574236498195957,1.7818288008009142,0.39856201280713954,0.5027756946942632,0.00028273488259525863,38.552272664006516,54.87421915377841,4.047926509106052,-1.7964130441048565,2.002759529991668,3005.734,0.16601539594567158,B0033,1.3594078914195438,25
3.360766302094452,1.8799745135000576,0.3940463929645425,0.4943297930718895,0.00028670134420236175,38.455511167512036,54.605029117345865,3.9624735810557112,-1.787019212781781,2.0024264722510705,2993.75,0.16826049964931095,B0033,1.3457100861355502,26
3.3650892446963074,1.8461845656811997,0.3938861065843762,0.50243617512547,0.0002762373674827973,38.18714693456589,54.621715057959925,4.055092590630405,-1.7887872050368798,2.0022123411293973,3014.672,0.15986998338894162,B0033,1.3418414512081456,27
3.363027417163423,1.8424801617142232,0.3946075123688204,0.5022395587843294,0.00028055295576711383,38.18649962226669,54.55731341596549,4.0300694474433385,-1.7888403713952685,2.002471948707453,3010.703,0.16455832128104958,B0033,1.355221569579225,28
3.357898953173259,1.8632410129416257,0.39695338336924896,0.5013689286931498,0.0002868131448004825,38.47053040989973,54.77196645266215,4.077988279430954,-1.7953153926135808,2.0031162416027346,2998.125,0.16829885404432537,B0033,1.3477611420854358,29
3.3209246656155607,1.7718580087129037,0.4223886176786754,0.5039555996605185,0.00031780150654970094,40.06014962782639,57.01987269382395,4.26791371217417,-1.8114911161465173,2.004206636251336,2986.766,0.1838007192491947,B0033,1.33005823859453,30
3.5162163679745646,1.287217552704193,0.38732762874704674,0.4120141657037335,0.00028513237972467863,35.77865540407224,53.521374145800095,2.3617382717683597,-1.3879079861777752,1.9116097805132057,3265.75,0.17362208021899359,B0033,1.1610848192311252,31
3.3820349401844285,1.9438604398554955,0.33572769640841665,0.516184377761109,0.0001971716927578876,36.62175308100172,51.186634675664926,3.7294323206216973,-1.9418540572989846,2.013574840883698,3180.156,0.13948704503244264,B0033,1.5877243027113055,32
3.3814717382030146,1.8889976705304936,0.32876006086025505,0.522643581085811,0.00018696078111325737,38.33388290564028,52.66626648084271,3.360974367618308,-1.940076691517759,2.013323939307753,3196.015,0.1380779182299369,B0033,1.611705363734261,33
3.3780099707286655,1.9585672641473335,0.33367579579593976,0.5207247656061083,0.00019846387159673214,37.98189348963034,52.46865748904612,3.6323799198638618,-1.9391041342235749,2.013874231965472,3171.36,0.14139480459487347,B0033,1.5875852250170606,34
3.3785456855745934,1.9463675093023416,0.32762625174624144,0.520274449365639,0.00019446594200433944,39.325353696630664,53.601451975349555,3.937852904198383,-1.923564814260909,2.013089719640062,3177.453,0.14112348946395867,B0033,1.6027138832797037,35
3.3800922874688264,1.8884361117708075,0.33742773324266107,0.5180535558942236,0.00020408082492765026,39.69321386954275,54.15574298880717,4.053786719067933,-1.8980856969312407,2.011293305057216,3159.281,0.14297947624693805,B0033,1.564802943842715,36
3.3619229093944987,1.8471266740226868,0.35105170589877865,0.5191852400075367,0.00021771100471929564,39.01194436489727,54.15703950174405,4.183333514005245,-1.9022031487355253,2.0111886766881235,3151.047,-0.001172488281829514,B0033,1.547680553576876,37
3.3661837656093314,1.912127707319289,0.3700076183054515,0.5063544145370504,0.00024697683636682133,37.50067380952265,53.311289666668536,3.85793287694532,-1.856568813720333,2.009097277545085,3101.406,0.15547447446634274,B0033,1.4676091496100632,38
3.3652385724141607,1.9676969517091,0.37045313434070654,0.5059438022149041,0.00025216931594197273,37.59818541161091,53.32567282742489,3.9384098139046664,-1.847975231148244,2.0085479333230087,3104.64,0.1583447285504807,B0033,1.4742872137206404,39
3.365539591926197,1.9965159983729224,0.37450636103912194,0.5039092909913099,0.000258446502850767,37.55574472517857,53.538703332548565,4.045838959946586,-1.845475075906224,2.008564664639498,3094.281,0.15963154168956029,B0033,1.459740099618568,40
3.355774785877264,1.795323655635375,0.3860258791342177,0.5047849110863423,0.0002602682402882938,38.22999069332894,54.39303449657184,3.9558163925364944,-1.842164817595224,2.0068960205429374,3090.719,0.15828817673624082,B0033,1.4473012364654927,41
3.457384162912773,1.880422567759453,0.35493508838618526,0.7564428616148198,0.00015915161757687775,39.21824541685028,57.637403832441095,2.2248442937708504,-1.5628707519379117,1.9626336533016615,4424.203,0.16654643273963243,B0033,1.8035959863147193,42
3.3508471294894773,1.888528315752074,0.3653222926389154,0.5210843547793242,0.00025026571292840626,38.94097771129498,54.12307476528604,3.8549027519012,-1.8659348672273262,2.0101516083001925,3034.25,0.16324020265030595,B0033,1.475330178643193,43
3.360287849905866,1.7715995765672343,0.38580927093835854,0.5087546029989132,0.00026453711571200824,39.16370276178955,54.498255010844275,4.387096329040773,-1.836217542724966,2.0070189364742737,2973.281,0.16068785044287912,B0033,1.3867946911071662,44
3.3605555096355064,1.8078076221500168,0.3929869064740053,0.5057731326084585,0.0002783881812050986,38.212225319933545,53.860038336831,4.316826432231412,-1.813761282828491,2.0051180183925523,2938.547,0.16139352081815572,B0033,1.3652295228794809,45
3.3672038653611587,1.9249905185886904,0.3904091817697238,0.5008615350722896,0.00028752630628752315,37.7890721767634,53.15804525272694,4.605071656532683,-1.806108016364554,2.005624615440653,2875.641,0.16054164050997002,B0033,1.317605472474197,46
3.475680965587726,1.92499373482904,0.3863899535297115,0.42802718525544714,0.000283368503788474,36.46592679125182,53.59969491765948,2.731061393672416,-1.5400963991606538,1.957555120106729,3264.109,0.1766143017693171,B0033,1.2529393053824995,47
3.4636164637954447,1.9480187400221975,0.38663256881347347,0.4356021276736102,0.00028807171078773573,36.5035495085483,53.81770081109488,2.6471115290616893,-1.5662196650340552,1.9639249889298682,3253.531,0.08348610605106983,B0033,1.302918002447558,48
3.446286216014415,1.891347070952385,0.39346420577438945,0.44203144690247864,0.0002912720163913343,36.26363363134059,53.09959244297737,3.056580859471879,-1.6106363377300243,1.9732257393058772,3242.578,0.015082547196416335,B0033,1.3218773211472523,49
3.452618857208729,1.1932458808760276,0.4110365840394192,0.43257887665500894,0.00030102057842575417,36.18254850802264,54.60856796915766,2.714814593354383,-1.5559561202221281,1.9590803788478248,3234.625,0.18005818303624124,B0033,1.2884694418301417,50
3.206749960691141,1.91705151743623,0.33512299997881,0.6396531033892714,0.00020777121523797283,39.93686960905411,54.191463730088664,4.213584371692935,-2.100785291269433,2.012606970251184,3235.36,0.18107037847729976,B0033,1.713169326386719,51
3.3168115933866167,1.9529802665635712,0.3474891406036504,0.5489820080827275,0.0002046118976456762,37.6788713550822,52.5032036116964,3.8538944523457452,-2.026290697365883,2.014651964684772,3230.25,0.1588392469967826,B0033,1.6197297341990775,52
3.3274008675608693,1.9889951350881312,0.3490218191435687,0.5386122202882864,0.00020533687622974477,37.42340392488711,52.17652816361563,3.758369671462109,-2.0330864244227898,2.0148840375670036,3226.078,0.22551502544768992,B0033,1.604655812282729,53
3.330356588643432,1.9634548720089504,0.344736615728445,0.5354233203307923,0.0002017639224181277,37.36793178898256,52.04937847239831,3.8679079422531437,-2.0399052065983514,2.014609303504046,3224.5,0.15413737925989618,B0033,1.6255699769029337,54
3.3408316431144263,1.9596564991730565,0.34931594258839466,0.5322391572778193,0.00019560762910336742,37.199853051592264,51.73549267436528,3.4399860217171963,-2.040434968549595,2.014702241377366,3222.188,0.14772359175695146,B0033,1.5900967306245992,55
3.347147045742315,1.9224375381620544,0.3529399293916804,0.5309994552084731,0.00019212854314094304,36.957056539069995,51.66117418178819,3.320488127362829,-2.013805771376881,2.014640113785794,3216.546000000002,0.1441698012947076,B0033,1.5739402299623984,56
3.3634570305849327,1.9701535031712945,0.3476370454676683,0.5243666369656483,0.00019418927306527451,36.667276664660875,51.20270858784091,3.0319846846310696,-1.975486315716722,2.0145360863503283,3211.859,0.22348130126320884,B0033,1.5711303351557309,57
3.3561181087461867,1.9056198246248632,0.34456204275093505,0.5303182613688877,0.0001863477593733687,37.17353935865034,51.54633126076106,3.643103440181239,-2.0138300951778882,2.0146429407167825,3215.859,0.1416782150670445,B0033,1.5897706153457416,58
3.3631181095807308,1.9194841380159544,0.33026841378643046,0.5282747483874766,0.00018037954380868067,37.631031967410514,51.68734548388082,3.320523508402328,-1.9940481953411462,2.0146528518073166,3225.125,0.13957155313084318,B0033,1.6257378771074,59
3.3650589202747643,1.8976584375642789,0.3205230514731696,0.5432880707660463,0.00017004735782481873,38.306951687188366,51.806645557310055,3.4356552496564277,-1.9943903134667598,2.0147781803919296,3234.343,0.13835122648655412,B0033,1.6523506333962537,60
3.3707529750466514,1.9491950772703672,0.3291755249042552,0.5274799552085412,0.0001897260676291228,37.11779760934639,51.0135246257672,2.894369496557502,-1.9941417925180922,2.0150477350779985,3218.25,0.13893985911264434,B0033,1.6143816761595386,61
3.3743839565145017,1.984512151427813,0.337844884496483,0.5232261196185735,0.00018826404345887747,36.537439365865225,50.612625791907234,3.2118055689068754,-2.000580943783048,2.015115024186074,3203.5,0.21879849032322538,B0033,1.58697453394504,62
3.379892729676732,1.9563552671465751,0.3396532312865972,0.522969341445441,0.00019167922398013627,36.245832392874156,50.476231965221594,3.348533321322531,-1.9543735971035472,2.0139819946593005,3194.39,0.13943867111808397,B0033,1.5818355572787333,63
3.3335163148815434,1.9541530671990093,0.2902712141845667,0.5823646847734798,0.00014450613245539466,38.88044910257506,52.80944186421341,4.159538253560346,-2.008024980015611,2.0148059531109657,3225.219,0.13957132364301128,B0033,1.6919769406371152,64
3.345243119011189,1.9044972660711088,0.30944003226179434,0.5624009887172177,0.00015764580818828215,37.806661184909466,52.001298745862094,3.5077615809885145,-2.0417310694144684,2.0142835639647374,3252.985,0.07656489644785354,B0033,1.6879483800354476,65
3.349653441853694,1.874834635726596,0.3224072156479534,0.5490839914626546,0.0001687476995239674,37.2264525605581,51.65598739515965,3.638838237956442,-2.0417317214544792,2.014356912727037,3245.25,0.0851040598792246,B0033,1.6586223007531458,66
3.356029686425881,1.897981208291145,0.32653605399393043,0.5379403660435544,0.0001746112755590607,36.87525082148637,51.50939532095622,3.6378156474196857,-2.0426409820208025,2.0142741023170236,3235.031,0.18083081639649165,B0033,1.6420179032789863,67
3.3717981934129257,1.991339490634848,0.32357167709083823,0.529311571712511,0.00018201865453124357,36.74381347416232,51.20226842315067,3.6822602426722355,-1.9938976468869325,2.015160533234589,3228.141,0.20854620315320738,B0033,1.6381810791118745,68
3.3705252665270597,1.9449657495126544,0.31968251723814445,0.5305055437659152,0.00017906654505495099,37.41540910861541,51.73759469619592,3.69347197781374,-1.972807646246286,2.0144931301083364,3220.219,0.1385111756831979,B0033,1.651270876264092,69
3.3707796872050095,1.907571146047148,0.32582991713977427,0.5301733254870507,0.0001812675668648772,37.11338815874345,51.61243426951156,3.526778396880335,-1.9861022991954334,2.0144517977825696,3210.234,0.13841125003539428,B0033,1.6326559297917211,70
3.3726914936834893,1.8729343749213587,0.3354148220634692,0.5220773742469356,0.00019020193761385513,36.78642290728664,51.41437811978397,3.8424642562070446,-1.9640466376550871,2.0136322991127225,3188.625,0.13917955299023602,B0033,1.6125361114907395,71
3.3809635204151607,1.973162822681108,0.32566717407923873,0.5190481512710514,0.00019025081496891515,37.105629207043215,51.44638168113912,3.802117973397106,-1.9370016811131343,2.013552412352119,3191.735,0.1387934771638263,B0033,1.6218384168987892,72
3.381915066725988,1.9801558945564504,0.3280351402066848,0.5188858078676115,0.00019107961932227814,36.98800618014961,51.30248392082844,3.599318247464435,-1.950090260714496,2.014000280154778,3190.313,0.13894755179941107,B0033,1.6145443029101134,73
3.3773560435889878,1.8983018980313588,0.3371873893668027,0.517766088333047,0.00019463919038870898,36.70129960823117,51.29496206472584,3.6483372853607747,-1.9560079142714977,2.0135595767565397,3182.156,0.13934038427283532,B0033,1.5953958917107596,74
3.3824411925137,1.9632916036547936,0.33617630397991094,0.514537690163257,0.00019888047440241922,36.64168782562326,51.18261676158976,3.725759530041138,-1.9485012005438889,2.0139830939447503,3171.953,0.1393944507518161,B0033,1.5811840578305605,75
3.383114082668388,1.966790843925578,0.32379869360605146,0.5187650497893417,0.00018758883510240293,38.01180895838282,52.16803502599322,3.832457330547328,-1.9420389767291732,2.013670184914834,3192.172,0.13810867170688845,B0033,1.6128422608267754,76
3.3797777167255587,1.9197120509411163,0.3211075702623573,0.5255232060068309,0.00018198638770021498,38.84378686113878,52.74767841756611,3.8675124204279534,-1.956003584393241,2.013897870793784,3194.735,0.13735365473330807,B0033,1.61998606328022,77
3.382412142431093,1.90479520665137,0.32800295153535386,0.5212859667007836,0.00018720912707765922,38.18196858155092,52.437956139686314,3.0276859066505217,-1.9553866622323928,2.013880791305516,3178.75,0.13753868675139827,B0033,1.6099381853611876,78
3.3795825809695343,1.9002006601986492,0.3361581723901076,0.515174691048367,0.00020581305478814063,37.19648318067115,51.81197793605918,3.540166083503184,-1.954403301914795,2.013838728804998,3165.359,0.13906099053169665,B0033,1.577097753956516,79
3.3541040884435995,1.9693514891283213,0.28741213714396235,0.7054770760591373,0.00011055371395739833,40.78203629126505,55.391416850220025,3.570920759963098,-2.003289552090588,2.015029958196479,3595.281,0.1430877063490505,B0033,1.8851401699720665,80
3.3627084542069334,1.9935504677327176,0.3094929814826559,0.5572581923718838,0.0001667815079584482,38.557790216419185,52.73529025292928,3.492953281042304,-1.9866115466413903,2.0149709026288827,3186.078,0.1385982986548147,B0033,1.6584957887780232,81
3.375314408628228,1.9518631378335147,0.33124127144078575,0.5294822186996293,0.00019044789848154072,37.427816759756666,52.2186933985822,3.668375026457163,-1.94847429799552,2.0141311109953883,3183.797,0.14017051540197653,B0033,1.604172098856364,82
3.370275722988427,1.8963514295309496,0.32973099032976066,0.5336915749486941,0.00018633576196394535,38.133890759271665,52.72731536294026,4.1556069544314305,-1.9554317888194006,2.013881044599259,3191.516,-0.11234981479860205,B0033,1.6080016740907346,83
3.370391796099967,1.8979233738345112,0.3207977695578905,0.5397650513170715,0.00017959477331144083,39.08150956473342,53.20573413452146,3.9207878491149835,-1.9555569005437787,2.014131794233396,3189.985,0.1389813126296161,B0033,1.6256752138435595,84
3.3793714907223658,1.939997570224548,0.331238286831147,0.5240469544111792,0.00019530855669489975,38.10273900805949,52.600411784093296,3.5972819306825308,-1.9251256018615566,2.012956533210448,3176.016,0.14065911851281643,B0033,1.5973191489094265,85
3.3821712339158787,1.9572832344435456,0.33559926699529385,0.5190097258840778,0.00020230044274392958,37.92480929373238,52.40979732740365,4.211809033626427,-1.9091378265076395,2.012296459369827,3170.843,0.14183669121634476,B0033,1.5802530015403684,86
3.3795623822599756,1.916168037790613,0.3347222039655111,0.5207355275246734,0.00019990557453989822,38.34698157796738,52.834042544635665,3.9276094741620007,-1.9160969808869277,2.0125409830030327,3164.672,0.14155266490872367,B0033,1.583036530487776,87
3.3822784871834886,1.905966283713238,0.3451538867291114,0.51385311111909,0.0002108983856503083,37.72135386687406,52.64070518740206,3.540408400409376,-1.8916136445674485,2.0110757170430724,3158.406,0.14314078905487582,B0033,1.5448888685020246,88
3.3794084297360616,1.8981581536679577,0.34389064558785515,0.5119485178015069,0.000210811623210209,38.711593191834424,53.455944890050766,4.1701488741928365,-1.8979053085960826,2.0113306566182074,3157.969,0.21996512422652578,B0033,1.5559492005453626,89
3.3814913105388644,1.904031637069275,0.3540574577667707,0.5104156690284807,0.00022251853408616475,37.746988287643894,52.91956948214362,3.5763288645719093,-1.872743521398214,2.0099226373890655,3134.078,0.14514598325232192,B0033,1.5144550545105004,90
3.34671969744035,1.8154710749647816,0.3277930018072779,0.5565544454400784,0.0001798714851350148,39.70651744278487,54.49882525049124,4.090936010896847,-1.9438219079215997,2.0129125219984862,3196.859,-0.1773913853952339,B0033,1.6249005195877049,91
3.364157186759167,1.8937050882323652,0.3494344504289639,0.5209241019498938,0.0002137672893707905,37.95820623123946,53.19212326974819,3.590836074758549,-1.918654244052202,2.0125449336175154,3160.8429999999935,0.14686142906103283,B0033,1.5552386152299904,92
3.3567788307407183,1.898472277042985,0.35990870299898037,0.5133728364020391,0.00022333357407925715,37.492236158332744,52.95164787724483,3.753179492182163,-1.9647676925639492,2.014652769670743,3141.203,0.14925093807920917,B0033,1.5293174002138357,93
3.3586759896568137,1.8671703949444944,0.3438719098031857,0.5234438608022671,0.0002109350553722161,40.04692631188222,54.90254753232506,3.974706163901331,-1.925676701721574,2.0129153465421936,3159.172,0.1483154281668414,B0033,1.5659920939439786,94
3.360876429223067,1.8429746742692776,0.36502640602508113,0.5114981524442617,0.00023360361290204474,37.99254940581686,53.54505652293522,3.758955766948006,-1.891749567608097,2.0106729118155875,3135.0310000000027,0.15266060622723712,B0033,1.517590655990168,95
3.3561527075733277,1.823408615215652,0.3733303459347759,0.5092205381065478,0.0002416900828343085,37.73915923436673,53.69065218748237,4.126487182532106,-1.890057005972766,2.0105061201642944,3125.328,0.1544836515031216,B0033,1.49549282626034,96
3.3645795285682984,1.914352330463475,0.36574600753622427,0.5089248044439847,0.00024215354910094144,37.780545613375104,53.4617189956508,3.786639053936277,-1.866968412651517,2.0097240147793425,3120.172,0.1546387624662698,B0033,1.4997618811573148,97
3.364025189139543,1.9242052922699,0.3692728109851499,0.5075554822069077,0.00024622338195642716,37.43542617083201,53.31089209854774,3.8985856779079597,-1.8656370309904624,2.009631390679336,3116.641,0.15543656166098682,B0033,1.4906966807803954,98
3.360281651978189,1.846946703906843,0.3721749458886071,0.5083977036825287,0.00024590641046304067,37.84650784146758,53.6277468644108,3.9402271518737457,-1.8652023718774091,2.008936775838879,3110.844,0.15646616032123278,B0033,1.4800999425051866,99
3.3689766974308495,1.9981993087869525,0.3689135090212361,0.5032507281022136,0.0002497267906448195,37.403982828353854,53.24781973161767,3.9556245685517055,-1.8560065044405254,2.009375580811346,3099.563,0.15502495497655366,B0033,1.4729818491920503,100
3.3618926452165643,1.8011165493797343,0.37819789474324744,0.5063256358663741,0.0002487999980605182,37.701434924362204,53.67135316275077,3.793123266623116,-1.8544013778989676,2.007986302132127,3099.875,0.15419752735231773,B0033,1.4635162808346138,101
3.3630981893152536,1.935722285136851,0.3744662820907564,0.5052822527101002,0.0002549944521154117,37.476317360289485,53.425915759836265,3.9519367425926006,-1.8541539884508487,2.0089362345039303,3093.25,0.15826749773299764,B0033,1.4527095680488362,102
3.3580559767840064,1.8530896744385117,0.37853319685128417,0.5053330460058145,0.00025502558547875514,37.801664813691154,53.80241246385534,3.9050071251976206,-1.8612688297077093,2.0089198141910187,3086.688,0.15721488048670648,B0033,1.4557303847230247,103
3.3600814383055675,1.817348554391127,0.3819628281458844,0.5047274250637752,0.00025774909019335445,37.7859366944544,53.72780676879773,4.0952453887845905,-1.8519421175306645,2.0076960646843913,3088.328,0.15993655211104466,B0033,1.448711504158192,104
3.36139349648602,1.8717606752777656,0.37257072306825084,0.5063044303304123,0.00025041063339431997,39.05059334335595,54.717249684368554,4.201675440768689,-1.8523520490863221,2.0083323147166743,3102.062,0.1577303610161292,B0033,1.4689502109504418,105
3.3650098815184712,1.9004154638642283,0.3681294413445967,0.5066964853881943,0.00024747391584411957,39.44221992740732,55.03279239327084,3.329498803466823,-1.8447179134276697,2.0080459049265103,3107.141,0.15671770454963718,B0033,1.471116588522042,106
3.359083124524646,1.921681538108464,0.3841206426707695,0.5069444326715531,0.00026748030890305153,37.471444202826035,53.59788130809244,4.08233230332846,-1.8402653220622318,2.007857055078393,3064.437,0.15959596276683116,B0033,1.4241466094817417,107
3.3547493929832592,1.77881535602872,0.38646067958201,0.5098077906443241,0.00026164115372367735,38.5029228575476,54.608136974659445,4.548119009653696,-1.8406157622829122,2.006553747624584,3083.25,-0.17986495933004193,B0033,1.4412820083364295,108
3.359355176391869,1.9534408897799111,0.37530364187022935,0.5037903256039815,0.0002585081394364848,38.90239059334231,54.5574027155619,4.521435260185328,-1.8567779728977105,2.0094860953952005,3076.484,0.15926681880891663,B0033,1.4448965388921615,109
3.3555580507866534,1.8222744588584343,0.3822561132199017,0.5029828170061048,0.0002588509513741693,39.07649246224572,54.99418815591436,3.851467042032116,-1.8473318519255661,2.007733463418828,3081.297,0.158358502098707,B0033,1.4540256354795746,110
3.3577795891012125,1.8618268075580215,0.38743486536737176,0.5068375146712971,0.0002706334635958996,37.88253804875795,54.005408924827464,4.215584022395035,-1.8285914763057718,2.0062567805287848,3051.468,0.16116892039611783,B0033,1.4144881298999457,111
3.3541021142051606,1.7571531937270366,0.3869486188013647,0.5098649675334519,0.00026172785463837446,39.10985336825378,55.01715436055076,4.568916888062692,-1.845205086907169,2.0068557737779003,3069.0,-0.16480996397031514,B0033,1.431360032946153,112
3.3594857050424136,1.8292747932433169,0.37799614401138343,0.5053330352810739,0.00025696453104952915,39.853212783951,55.56824997306065,4.247191279253524,-1.837816023009627,2.007032033378582,3079.235,0.15844204852314128,B0033,1.4515133236517528,113
3.356590990345486,1.7807877780971682,0.38524269252266935,0.5025775827678802,0.00026300063929643935,39.07435468987424,54.92871435196593,3.7364865817492188,-1.8361261160982227,2.006371231829493,3070.344,0.16162411426583315,B0033,1.4230376757726733,114
3.363360449186925,1.93715684685712,0.3840869969406763,0.4985727942461575,0.00027191460333900614,37.77700325887071,53.80101502575858,3.7439292909777286,-1.81768734964485,2.0060339310354127,3051.4839999999967,0.1616736488721866,B0033,1.396298696255913,115
3.3612447904950984,1.8780478013995328,0.38889525097271266,0.5046389532854665,0.0002741402389219337,37.73310595477053,53.90914216170243,4.116324175649346,-1.8091575935883184,2.0047113189253367,3054.812,0.1633682051018115,B0033,1.3979060730399124,116
3.355219408382809,1.8094020919691347,0.39307595584834554,0.5052746858162567,0.00027440446712411387,38.03495032707612,54.23260277977909,4.226866550339658,-1.8248580793438518,2.005666821775082,3046.532,0.1634699981702778,B0033,1.4011347560096767,117
3.359022917654344,1.8197773356081153,0.38207568952710325,0.5031618341108941,0.000261703155009024,39.784628994566496,55.63045478699343,3.9310191441088413,-1.8264479842957797,2.0057941778339283,3071.782,0.16148388262887314,B0033,1.436782528945267,118
